ts,id.orig_p,duration,orig_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,bytes_per_packet,packet_density,proto_udp,resp_bytes_48,conn_state_S0,conn_state_SF,label_Malicious
-1.0422569337597478,-1.898450801961435,-0.5017324645695093,0.5007723337650695,0.0,-0.5002363465910689,-0.2423084002308785,1.9674610568022546,1.966897017091343,0.49948732712582244,0.5090710543701146,1.9600396218313894,1.9691185838645755,-1.967461056802255,1.9691185838645755,False
-1.506045930177599,0.6611651481940947,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
-1.575894582711736,0.11536512144209034,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
1.201202107492929,0.8518180936355331,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
1.312409187613242,0.31874397424303147,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
-1.2818397694536086,0.6769546999179221,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
0.3110652512533104,0.7891312166424272,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
0.09730558376850135,0.23319759699304118,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
-0.9939258977612789,0.15637082293382124,2.0285605622959735,-1.996915429575502,0.0,1.9964881742287823,1.9784648610970672,-0.5082692724934113,-0.5082586259978185,-1.9952086372982092,-2.0373537934156984,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
0.9074951036946144,0.2902285151597014,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
0.7454063126417745,0.8197676602856745,-0.49993355756606533,0.5007723337650695,0.0,-0.5002363465910689,-0.5839658250505624,-0.5082692724934113,-0.5082586259978185,0.49948732712582244,0.48847333350316413,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
-1.6235218751957798,-1.898450801961435,-0.5041360866334064,0.5007723337650695,0.0,-0.5002363465910689,-0.2423084002308785,1.9674610568022546,1.966897017091343,0.49948732712582244,0.5367368045677914,1.9600396218313894,1.9691185838645755,-1.967461056802255,1.9691185838645755,False
1.183132581754312,0.8506397688800236,1.9726564995786047,-1.996915429575502,0.0,1.9964881742287823,1.9784648610970672,-0.5082692724934113,-0.5082586259978185,-1.9952086372982092,-1.9231521042990851,-0.5101937679533419,-0.5078414312851635,0.5082692724934111,-0.5078414312851635,True
